name,category_list,funding_total_usd,status,country_code,state_code,city,funding_rounds,Investors,Number_of_Investors,Acquirer,Acquirer_Category,Acquirer_Country,Acquirer_State,Acquirer_City,Acquired_Price,Acquired Currency,county,founded_at,Coordinates,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
SOLOMO Technology,Software,3717604,operating,USA,WI,Madison,4,Venture Management:1700000|Wisconsin Investment Partners:1700000|Don Layden:1700000,3,-,-,-,-,-,0,-,Dane,2011,33.572162:-112.087966,1,US,1567267733,52,43.07,-89.38,70,12.75
Ness Clothing,Manufacturing,3715648,operating,USA,IN,Scotland,1,YFM Equity Partners:3715648,1,-,-,-,-,-,0,-,Greene,1996,34.023413:-118.481666,1,US,1567267828,83,33.66,-98.47,77,3.36
"irisVR, inc",Software,3715000,operating,USA,NY,New York,2,Azure Capital Partners:1625000|FundersGuild:1625000|Indicator Ventures:1625000|Morningside Group:1625000|Techstars:2090000|Valar Ventures:1625000|Bob Pasker:1625000,7,-,-,-,-,-,0,-,New York,2014,37.727239:-123.032229,1,US,1567267785,47,40.73,-73.99,80.01,7.31
PRX,Entertainment,3700000,operating,USA,MA,Cambridge,2,John S. and James L. Knight Foundation:1000000,1,-,-,-,-,-,0,-,Middlesex,2003,25.775163:-80.208615,1,US,1567267602,53,41.3,-90.19,71.6,12.75
MoviePass,Entertainment,3700000,operating,USA,NY,New York,2,AOL Ventures:3700000.0|ARC Angel Fund:2200000|Big Bloom Investment:2200000|Demarest:3700000.0|Lambert Media Group:3700000.0|Moxie Pictures:3700000.0|NALA Investments:1500000|Structure Capital:2200000|True Ventures:3700000.0|WME:1500000|Adam Lilling:2200000|Brad Zions:1500000|Brendan Wallace:2200000|Brian Lee:3700000.0|Chris Kelly:2200000|Diego Berdakin:2200000|MJ Eng:3700000.0|Ryan Steelberg:3700000.0,18,-,-,-,-,-,0,-,New York,2011,41.823056:-71.418779,1,US,1567267785,47,40.73,-73.99,80.01,7.31
MoneyStream,Finance,3700000,operating,USA,CA,Los Gatos,2,H&R Block:3200000|Bruno Bowden:3200000,2,-,-,-,-,-,0,-,Santa Clara,2012,34.023413:-118.481666,20,US,1567267765,82,37.23,-121.97,72,4.7
Manhattan Labs,Health,3700000,operating,USA,NY,New York,1,Trevi Health Ventures:3700000,1,-,-,-,-,-,0,-,New York,2008,47.567716:-122.232776,1,US,1567267785,47,40.73,-73.99,80.01,7.31
UpMo,Management,3700000,closed,USA,CA,Mountain View,2,Alvin Smith:1700000|Brian NeSmith:1700000|John Belizaire:1700000,3,-,-,-,-,-,0,-,Santa Clara,2011,34.019394:-118.410825,1,US,1567267588,82,37.39,-122.08,71.01,2.44
RidePal,Management,3700000,closed,USA,CA,San Francisco,2,500 Startups:500000|Amicus Capital:500000|Claremont Creek Ventures:3200000|Ecomobility Ventures:3200000|Huron River Ventures:3200000|Volvo Group Venture Capital:3200000|Jeff Clarke:500000,7,-,-,-,-,-,0,-,San Francisco,2011,37.727239:-123.032229,20,US,1567267822,77,37.78,-122.42,69.01,3.36
Enplug,Marketing,3700000,operating,USA,CA,Culver City,3,AFSquare:1200000|Amidi Group:2500000|DominateFund:2500000|Idealab:2500000|Juniper Networks:2500000|Oaktree Capital Management:2500000|Plug & Play Ventures:1200000|StartEngine:1200000|zPark Capital:2500000|Bill Gross:2500000|David Cohen:2500000|Hossein Eslambolchi:2500000|Howard Marks:2500000|Justin Caldbeck:2500000|Rasoul Oskouy:2500000|Ross Levinsohn:2500000|Troy Carter:2500000,17,-,-,-,-,-,0,-,Los Angeles,2012,37.494373:-121.941117,1,US,1567267547,69,34.02,-118.4,78.01,3.58
Mobifusion,Mobile,3700000,operating,USA,CA,Sunnyvale,2,Emergic Ventures:3100000|Global Asia Partners:3100000|Ingram Digital Ventures:3100000,3,-,-,-,-,-,0,-,Santa Clara,2006,37.727239:-123.032229,1,US,1567267839,82,37.37,-122.04,72,2.44
StrataCloud,Software,3700000,operating,USA,GA,Atlanta,2,BLH Venture Partners:3700000.0|BIP Capital:2700000|Hallett Capital:3700000.0|Mosley Ventures:2700000|Ashish H. Mistry:1000000|Brian Cohen:1000000,6,-,-,-,-,-,0,-,Fulton,2014,30.307182:-97.755996,1,US,1567267668,51,33.75,-84.39,86,3.36
HealthSpring,Technology,3700000,acquired,USA,TN,Franklin,1,Asian Healthcare Fund:3700000,1,Cigna,Health and Wellness|Health Care|Insurance|Medical,USA,PA,Philadelphia,3800000000,USD,Williamson,2000,-1,1,US,1567267617,48,35.93,-86.87,87.01,4.7
Podimetrics,Technology,3700000,operating,USA,MA,Somerville,2,Norwich Ventures:2500000|Rock Health:2500000,2,-,-,-,-,-,0,-,Middlesex,2011,37.727239:-123.032229,1,US,1567267833,54,35.24,-89.35,86,5.06
Astro,Hardware,3698550,operating,USA,NY,New York,5,Cito Ventures:800000|Expansion Venture Capital:2523550|Start Fellows:25000,3,-,-,-,-,-,0,-,New York,2014,32.8153:-117.134993,1,US,1567267785,47,40.73,-73.99,80.01,7.31
MarketFactory,Finance,3695012,operating,USA,NY,New York,5,FirstMark Capital:1326707,1,-,-,-,-,-,0,-,New York,2007,39.474487:-119.776538,1,US,1567267785,47,40.73,-73.99,80.01,7.31
CyberSponse,Software,3695000,operating,USA,AZ,Phoenix,4,Joseph Loomis:1500000,1,-,-,-,-,-,0,-,Maricopa,2011,33.917145:-118.401554,75,US,1567267578,41,33.45,-112.08,93.99,5.82
Happy Inspector,Software,3676000,operating,USA,CA,San Francisco,2,500 Startups:895000|Marc Bell Ventures:2781000|flight.vc:2781000|Dave McClure:895000,4,-,-,-,-,-,0,-,San Francisco,2011,42.33196:-71.020173,20,US,1567267822,77,37.78,-122.42,69.01,3.36
AirPatrol Corporation,Services,3675000,acquired,USA,MD,Columbia,1,Bill Marcus:3675000,1,Sysorex,Consulting|Technology,USA,CA,Santa Clara,30000000,USD,Howard,2006,28.066869:-80.559603,90,US,1567267685,88,38.95,-92.33,68,5.82
PredPol,Software,3675000,operating,USA,CA,Santa Cruz,2,UCLA VC Fund:2375000|Barbara Scherer:1300000|Ken Kannapan:1300000,3,-,-,-,-,-,0,-,Santa Cruz,2012,40.664274:-73.9385,75,US,1567267751,82,36.97,-122.03,72,10.16
EpiVax,Software,3671000,operating,USA,RI,Providence,8,GBS/CIDP Foundation International:55000|National Institutes of Health:3616000.0,2,-,-,-,-,-,0,-,Providence,1998,40.819861:-74.310168,75,US,1567267735,41,41.82,-71.41,79,9.17
Commerce,Software,3670260,operating,USA,WA,Seattle,5,9Mile Labs:2000,1,-,-,-,-,-,0,-,King,2012,35.103543:-89.978498,1,US,1567267556,77,47.6,-122.33,66.99,5.82
MetaModix,Health,3668184,operating,USA,MN,Plymouth,6,Antipodean Advisors:1750000,1,-,-,-,-,-,0,-,Hennepin,2009,38.884279:-94.818848,90,US,1567267801,63,45.01,-93.47,66.99,11.41
Rithmio,Hardware,3650000,operating,USA,IL,Chicago,2,Foley Ventures:3000000|Fox Ventures:650000|Hyde Park Angels:3000000|Hyde Park Venture Partners:3650000.0|Illinois Ventures:650000|Intel Capital:3000000|KGC Capital:3000000|MAS Holdings:3000000|New Coast Ventures:3000000|OCA Ventures:3000000|Serra Ventures:3650000.0|Techra Investments:650000|Marcin Kleczynski:3650000.0,13,-,-,-,-,-,0,-,Cook,2013,32.972291:-96.708069,40,US,1567267448,52,41.88,-87.62,72,14.99
TradingView,Marketing,3650000,operating,USA,IL,Chicago,3,IrishAngels:650000|iTech Capital:3000000|Techstars:650000|Chicago Angel Investors:650000|Christopher Bissonnette:650000|Erik Severinghaus:650000|Gale Bowman:650000|Jeff Pomeranz:650000|Paul Cohen:650000|Robert Rosenberg:650000|Sam Yagan:650000|Steve Farsht:650000|Troy Henikoff:650000,13,-,-,-,-,-,0,-,Cook,2011,36.227712:-115.264045,40,US,1567267448,52,41.88,-87.62,72,14.99
mPath,Mobile,3650000,closed,USA,CA,Palo Alto,1,"Jaws Ventures:3650000|JUMP Investors:3650000|Marciano Investment Group, LLC:3650000|Western Technology Investment:3650000|Wilson Sonsini Goodrich & Rosati:3650000|Herb Simon:3650000|Ken Austin:3650000|Kirk Posmantur:3650000",8,-,-,-,-,-,0,-,Santa Clara,2013,37.727239:-123.032229,20,US,1567267506,77,37.44,-122.16,71.01,3.36
iPerceptions,Software,3650000,operating,USA,NY,New York,2,Telesystem Ltd.:3650000,1,-,-,-,-,-,0,-,New York,2000,45.536951:-122.649971,1,US,1567267785,47,40.73,-73.99,80.01,7.31
Videolicious,Software,3650000,operating,USA,NJ,Newark,2,Amazon:3650000.0|John S. and James L. Knight Foundation:2250000|Ludlow Ventures:1400000|Quotidian Ventures:1400000|Social Leverage:2250000|The Washington Post Company:2250000|Trestle Ventures:1400000|Venture51:3650000.0|Howard Lindzon:1400000|Joanne Wilson:1400000|Mark Friedgan:1400000,11,-,-,-,-,-,0,-,Essex,2007,37.727239:-123.032229,75,US,1567267785,44,40.74,-74.17,80.01,5.82
FamilyLink,Software,3650000,operating,USA,UT,Provo,2,TTP Capital Advisors (Japan):3650000.0|vSpring Capital:3650000.0,2,-,-,-,-,-,0,-,Utah,2006,37.46778:-122.13255,1,US,1567267768,44,40.23,-111.66,81,6.93
Lumense,Technology,3650000,operating,USA,GA,Atlanta,2,"GRA Venture Fund, LLC:2650000|Intelligent Systems Corporation:2650000|The Coca-Cola Company:2650000",3,-,-,-,-,-,0,-,Fulton,2011,40.664274:-73.9385,1,US,1567267668,51,33.75,-84.39,86,3.36
Mulu,Software,3641507,operating,USA,CA,Palo Alto,6,ff Venture Capital:3641507,1,-,-,-,-,-,0,-,Santa Clara,2012,30.307182:-97.755996,20,US,1567267506,77,37.44,-122.16,71.01,3.36
Drop,Manufacturing,3637713,operating,USA,CA,San Francisco,3,Frontline Ventures:3637713.0|Innovation Works:3637713.0|PCH Capital:2137713.0|PCH International:1500000|VegasTechFund:3637713.0|WI Harper Group:3637713.0,6,-,-,-,-,-,0,-,San Francisco,2012,34.023413:-118.481666,20,US,1567267822,77,37.78,-122.42,69.01,3.36
Strong Arm Technologies,Health,3631001,operating,USA,NY,Brooklyn,3,MassChallenge:100000,1,-,-,-,-,-,0,-,Kings,2011,37.727239:-123.032229,75,US,1567267517,60,41.44,-81.74,72,10.29
Staq.,Marketing,3625000,operating,USA,NY,New York,2,Core Capital:2500000|Core Capital Partners:2500000|Genacast Ventures:2500000|Kinetic Ventures:2500000|Revel Partners:2500000|The Hive:2500000,6,-,-,-,-,-,0,-,New York,2012,37.727239:-123.032229,1,US,1567267785,47,40.73,-73.99,80.01,7.31
Oomba,Software,3615400,operating,USA,CA,Irvine,5,Private Capital Network:1250000|SOSV:1250000|Nolan Bushnell:1250000,3,-,-,-,-,-,0,-,Orange,2012,41.478138:-81.679486,90,US,1567267663,78,33.69,-117.83,75.99,5.82
Signix,Software,3610000,operating,USA,TN,Chattanooga,6,Launch Tennessee:2190000.0|NEST-TN:1170000.0,2,-,-,-,-,-,0,-,Hamilton,2002,37.727239:-123.032229,1,US,1567267470,61,35.05,-85.31,86,3.36
Paymentus,Finance,3600000,operating,USA,GA,Atlanta,2,Growth Works:3600000|JLA Ventures:3600000,2,-,-,-,-,-,0,-,Fulton,2004,37.479736:-122.148097,1,US,1567267668,51,33.75,-84.39,86,3.36
dMetrics,Marketing,3600000,operating,USA,NY,Brooklyn,2,National Science Foundation:1300000|Evan Schulman:2300000|Nicholas Negroponte:2300000,3,-,-,-,-,-,0,-,Kings,2011,39.761849:-104.880625,75,US,1567267517,60,41.44,-81.74,72,10.29
Scratch,Services,3600000,operating,USA,MA,Boston,1,Aspiration Growth:3600000|Bessemer Venture Partners:3600000|NextView Ventures:3600000|Red Swan Ventures:3600000|Matt Salzberg:3600000,5,-,-,-,-,-,0,-,Suffolk,2014,37.727239:-123.032229,2,US,1567267440,46,42.36,-71.06,78.01,9.17
nousDECOR,Services,3600000,operating,USA,CA,San Mateo,1,Chris Kelly:3600000|Jennifer Carrico:3600000|Kathy Clark:3600000,3,-,-,-,-,-,0,-,San Mateo,2012,-1,20,US,1567267823,77,37.54,-122.31,70,3.36
Vico Software,Software,3600000,operating,USA,CO,Boulder,1,Borealis Ventures:3600000|Highway 12 Ventures:3600000|Village Ventures:3600000,3,-,-,-,-,-,0,-,Boulder,2007,42.375967:-71.118275,1,US,1567267435,64,40.02,-105.27,75,4.72
Rivet News Radio,Software,3600000,operating,USA,IL,Chicago,2,A. H. Belo Management Services:1900000|Associated Press:1900000|IrishAngels:1900000|Ringleader Ventures:3600000.0|Steve Miller:3600000.0,5,-,-,-,-,-,0,-,Cook,2013,47.620499:-122.350876,40,US,1567267448,52,41.88,-87.62,72,14.99
Coach.me,Software,3600000,operating,USA,CA,San Francisco,3,Obvious Ventures:1100000|Spark Capital:3600000.0|SV Angel:2500000,3,-,-,-,-,-,0,-,San Francisco,2011,40.664274:-73.9385,20,US,1567267822,77,37.78,-122.42,69.01,3.36
Reflektive,Software,3600000,operating,USA,CA,San Francisco,1,Andreessen Horowitz:3600000|Beresheit General Partner Ltd.:3600000|Lars Dalgaard:3600000,3,-,-,-,-,-,0,-,San Francisco,2014,40.85064:-73.971007,20,US,1567267822,77,37.78,-122.42,69.01,3.36
Knowlent,Software,3600000,operating,USA,CA,Santa Clara,2,AsiaTech Management:3600000.0|Denali Software:1250000|Incubic Venture Fund:2350000,3,-,-,-,-,-,0,-,Santa Clara,2001,41.478138:-81.679486,20,US,1567267529,82,37.35,-121.96,72,4.7
Minekey,Software,3600000,closed,USA,CA,Sunnyvale,2,Kalaari Capital:3600000.0|NEA-IndoUS Ventures:3000000|New Enterprise Associates:600000,3,-,-,-,-,-,0,-,Santa Clara,2005,40.77852:-111.931414,1,US,1567267839,82,37.37,-122.04,72,2.44
VGTI Florida,Technology,3600000,operating,USA,FL,Port Saint Lucie,1,National Institutes of Health:3600000,1,-,-,-,-,-,0,-,Saint Lucie,2008,37.364613:-121.967934,1,US,1567267611,74,27.29,-80.35,91.4,8.05
Visitar,Travel,3600000,operating,USA,NC,Morrisville,1,NC IDEA:3600000|The Aurora Funds:3600000,2,-,-,-,-,-,0,-,Wake,2005,38.98728:-77.118598,1,US,1567267780,61,35.82,-78.83,89.01,2.48
Davra Networks,Software,3599582,operating,USA,CA,Sunnyvale,2,AIB Seed Capital Fund:1599581.9759103|Delta Partners:3599581.9759103|Investec Ventures Ireland Limited:1599581.9759103,3,-,-,-,-,-,0,-,Santa Clara,2011,40.664274:-73.9385,1,US,1567267839,82,37.37,-122.04,72,2.44
VentureBeat,Software,3598474,operating,USA,CA,San Francisco,2,Amidzad Partners:320000|KDDI:3278474|Lightbank:3278474|MHS Capital:320000|White Sand Group:320000|Georges Harik:320000|Mike Brown:320000|Pankaj Shah:320000|Philippe Cases:320000,9,-,-,-,-,-,0,-,San Francisco,2006,47.620499:-122.350876,20,US,1567267822,77,37.78,-122.42,69.01,3.36
SkySpecs,Manufacturing,3595000,operating,USA,MI,Ann Arbor,2,Huron River Ventures:3000000|Invest Michigan:3000000|Jim Adox:3000000,3,-,-,-,-,-,0,-,Washtenaw,2012,37.385784:-122.026323,75,US,1567267378,46,42.27,-83.73,70,11.41
Intelligize,Software,3590727,operating,USA,NY,New York,3,Reed Elsevier Ventures:1500000,1,-,-,-,-,-,0,-,New York,2007,42.375967:-71.118275,1,US,1567267785,47,40.73,-73.99,80.01,7.31
DNA Response,Software,3575000,operating,USA,WA,Seattle,2,Benaroya Capital:3575000.0|iSherpa Capital:3000000|Geoff Entress:3000000|Mark DiSalle:3000000,4,-,-,-,-,-,0,-,King,2011,-1,1,US,1567267556,77,47.6,-122.33,66.99,5.82
Grono.net,Entertainment,3565000,operating,USA,IN,Poland,2,Intel Capital:2565000|Piotr Wilam:1000000,2,-,-,-,-,-,0,-,Owen,2003,36.127949:-95.902316,20,US,1567267801,38,44.06,-70.39,77,11.41
